fileid,audiopath,prev,next,time,emotion,transcription
Ses04M_impro05_M025,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M025.wav,Ses04M_impro05_F023,Ses04M_impro05_F024,179.4000 - 187.5700,fru,"Look, can I just -- can I speak to your manager, please?  'Cause I- I really -- I don't, um -- I mean, I just don't want to deal with -- I know that -- I mean, I know this isn't your fault,"
Ses04M_impro05_M026,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M026.wav,Ses04M_impro05_F025,Ses04M_impro05_F026,187.5900 - 191.5200,ang,but I need to speak to somebody who can make the three check thing happen.
Ses04M_impro05_M027,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M027.wav,Ses04M_impro05_F026,Ses04M_impro05_M028,194.6700 - 198.6700,fru,"But what I'm talk -- but I'm just,just- please let me--"
Ses04M_impro05_M028,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M028.wav,Ses04M_impro05_M027,Ses04M_impro05_F027,201.7000 - 211.5484,fru,But if I could just speak directly -- if I could just speak directly to your-- to your superior person
Ses04M_impro05_M029,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M029.wav,Ses04M_impro05_F028,Ses04M_impro05_F029,211.5826 - 221.1900,fru,then that would be helpful to me because I just feel like if- you don't think you have the power to write three checks but you actually do. see?
Ses04M_impro05_M030,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M030.wav,Ses04M_impro05_F029,Ses04M_impro05_F030,223.2483 - 229.3400,fru,But your job is not my concern. My concern is getting my luggage.
Ses04M_impro05_M031,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M031.wav,Ses04M_impro05_F031,Ses04M_impro05_F032,231.2800 - 235.2000,fru,"Look, I don't -- look, can we just not argue about this.  Like--"
Ses04M_impro05_M032,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M032.wav,Ses04M_impro05_F033,Ses04M_impro05_M033,239.8100 - 243.3200,fru,So what if- what if we- what if we do three forms
Ses04M_impro05_M033,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M033.wav,Ses04M_impro05_M032,Ses04M_impro05_F034,243.3200 - 247.3500,fru,with different names on them? That-
Ses04M_impro05_M034,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M034.wav,Ses04M_impro05_F034,Ses04M_impro05_M035,247.7955 - 250.9800,fru,"but, no. See, 'cause"
Ses04M_impro05_M035,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M035.wav,Ses04M_impro05_M034,Ses04M_impro05_F035,250.9800 - 255.4400,fru,if we have three forms then I can get the hundred and fifty.
Ses04M_impro05_M036,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M036.wav,Ses04M_impro05_F035,Ses04M_impro05_F036,255.4600 - 265.6500,fru,"Just please, will you please just work with me here? Just -- all I'm asking you to do is just work with me. I know -- I know that you get lots of people all day long who give you shit, give you crap, but"
Ses04M_impro05_M037,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M037.wav,Ses04M_impro05_F036,Ses04M_impro05_F037,265.6897 - 271.6700,fru,"um, you know, I -- this is my bag and I need the hundred and fifty dollars. Please."
Ses04M_impro05_M038,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M038.wav,Ses04M_impro05_F037,Ses04M_impro05_F038,271.7100 - 273.4300,ang,Please.
Ses04M_impro05_M039,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M039.wav,Ses04M_impro05_F038,Ses04M_impro05_M040,278.4200 - 282.1500,ang,"I'm already calm. Okay, I'm calm. I'm calm."
Ses04M_impro05_M040,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M040.wav,Ses04M_impro05_M039,Ses04M_impro05_F039,282.1500 - 290.9841,fru,"Just all I need you to do is just fill out three forms and I'll leave you alone forever, forever.  I'll never -- we'll never see each other again."
Ses04M_impro05_M041,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M041.wav,Ses04M_impro05_F039,Ses04M_impro05_F040,294.4900 - 298.9200,fru,But that's not going to-- But you don't understand. You're looking forward to never seeing me again.
Ses04M_impro05_M042,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M042.wav,Ses04M_impro05_F040,Ses04M_impro05_F041,298.9500 - 303.5300,fru,But never seeing me again is not going to happen until you give me the three checks.
Ses04M_impro05_M043,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M043.wav,Ses04M_impro05_F041,Ses04M_impro05_F042,306.6100 - 309.2200,fru,I don't -- I'm not- I'm not convinced.
Ses04M_impro05_M044,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M044.wav,Ses04M_impro05_F042,Ses04M_impro05_M045,309.7800 - 313.2200,ang,"Yeah.  If you were really sorry, you'd give me the three checks."
Ses04M_impro05_M045,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M045.wav,Ses04M_impro05_M044,,313.5100 - 318.9022,ang,"So why don't we just do that and stop this nonsense, hmm?  Hmm?"
Ses04M_script03_1_F000,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F000.wav,Ses04M_script03_1_M000,Ses04M_script03_1_M001,8.8800 - 10.2100,xxx,Do you think it's them?
Ses04M_script03_1_F001,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F001.wav,Ses04M_script03_1_M001,Ses04M_script03_1_M002,10.5800 - 13.5400,fea,"Nobody knows we're here, except Freda and she wouldn't ring up."
Ses04M_script03_1_F002,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F002.wav,Ses04M_script03_1_M002,Ses04M_script03_1_M003,14.2900 - 16.2800,fea,What are we to do?
Ses04M_script03_1_F003,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F003.wav,Ses04M_script03_1_M003,Ses04M_script03_1_M004,18.5500 - 21.4700,xxx,Now and always sweet.
Ses04M_script03_1_F004,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F004.wav,Ses04M_script03_1_M004,Ses04M_script03_1_M005,22.3900 - 25.2600,xxx,It was bound to come sooner or later.
Ses04M_script03_1_F005,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F005.wav,Ses04M_script03_1_M005,Ses04M_script03_1_M006,28.5700 - 31.8200,exc,"Oh, it sent shivers up my spine."
Ses04M_script03_1_F006,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F006.wav,Ses04M_script03_1_M006,Ses04M_script03_1_M007,33.5400 - 35.3900,exc,Behave exquisitely.
Ses04M_script03_1_F007,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F007.wav,Ses04M_script03_1_M007,Ses04M_script03_1_M008,37.1200 - 40.0400,exc,Certainly.  I shall probably do a court curtsey.
Ses04M_script03_1_F008,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F008.wav,Ses04M_script03_1_M008,Ses04M_script03_1_M009,43.7500 - 47.0000,exc,But what's so horrible is that one can't stay happy.
Ses04M_script03_1_F009,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F009.wav,Ses04M_script03_1_M009,Ses04M_script03_1_M010,47.9500 - 50.9500,exc,It's true.  The whole business is a very poor joke.
Ses04M_script03_1_F010,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F010.wav,Ses04M_script03_1_M010,Ses04M_script03_1_M011,53.6700 - 56.3700,xxx,"Yes, meaning just that."
Ses04M_script03_1_F011,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F011.wav,Ses04M_script03_1_M011,Ses04M_script03_1_M012,63.8200 - 66.9514,xxx,Don't laugh at me.  I'm serious.
Ses04M_script03_1_F012,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F012.wav,Ses04M_script03_1_M012,Ses04M_script03_1_M013,69.4200 - 70.7400,exc,Who's they?
Ses04M_script03_1_F013,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F013.wav,Ses04M_script03_1_M013,Ses04M_script03_1_M014,83.8900 - 87.4200,neu,"If I laugh at everything, I must laugh at us, too."
Ses04M_script03_1_F014,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F014.wav,Ses04M_script03_1_M014,Ses04M_script03_1_M015,90.2854 - 95.4400,exc,"How long will it last, this ludicrous and overbearing love of ours?"
Ses04M_script03_1_F015,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F015.wav,Ses04M_script03_1_M015,Ses04M_script03_1_M016,96.9400 - 100.1596,exc,Shall we always want to bicker and fight?
Ses04M_script03_1_F016,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F016.wav,Ses04M_script03_1_M016,Ses04M_script03_1_M017,102.7400 - 105.4400,xxx,"Oh, dear.  Should we like that."
Ses04M_script03_1_F017,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F017.wav,Ses04M_script03_1_M017,Ses04M_script03_1_M018,107.4900 - 111.3400,exc,"What happens if one of us dies?  Does the one that's left, still laugh?"
Ses04M_script03_1_F018,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F018.wav,Ses04M_script03_1_M018,Ses04M_script03_1_M019,113.0000 - 115.2800,exc,"Well that's serious enough, isn't it?"
Ses04M_script03_1_F019,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F019.wav,Ses04M_script03_1_M019,Ses04M_script03_1_M020,121.5800 - 124.4200,xxx,"Darling, I believe you're talking nonsense."
Ses04M_script03_1_F020,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F020.wav,Ses04M_script03_1_M021,Ses04M_script03_1_M022,147.0951 - 149.5837,xxx,"Elliot, worms don't pop."
Ses04M_script03_1_F021,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F021.wav,Ses04M_script03_1_M022,Ses04M_script03_1_M023,162.9098 - 171.5798,exc,"Thank you, dear.  The same applies to you, except that if I catch you so much as looking at another woman, I will kill you."
Ses04M_script03_1_F022,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F022.wav,Ses04M_script03_1_M023,Ses04M_script03_1_M024,173.6400 - 175.6100,exc,Which particular one?
Ses04M_script03_1_F023,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F023.wav,Ses04M_script03_1_M024,Ses04M_script03_1_M025,178.7000 - 183.8000,exc,"Oh, Charles; that was his name, Charles.  Oh, he did wriggle so beautifully."
Ses04M_script03_1_F024,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F024.wav,Ses04M_script03_1_M025,Ses04M_script03_1_M026,184.5400 - 190.1500,exc,I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.
Ses04M_script03_1_F025,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F025.wav,Ses04M_script03_1_M026,Ses04M_script03_1_M027,191.0600 - 193.6000,exc,It went on intermittently for days.
Ses04M_script03_1_F026,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F026.wav,Ses04M_script03_1_M027,Ses04M_script03_1_M028,197.5300 - 201.5200,exc,"It burnt my comb, too, and all the towels in the bathroom."
Ses04M_script03_1_F027,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F027.wav,Ses04M_script03_1_M029,Ses04M_script03_1_M030,204.9900 - 207.7500,exc,That was the first time you ever hit me.
Ses04M_script03_1_F028,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F028.wav,Ses04M_script03_1_M030,Ses04M_script03_1_M031,208.6000 - 215.2300,exc,"The manager came in and found is rolling about on the floor, biting and scratching like panthers.  Oh, dear."
Ses04M_script03_1_F029,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F029.wav,Ses04M_script03_1_M031,Ses04M_script03_1_M032,218.3100 - 222.6500,exc,"How ridiculous. How utterly, utterly ridiculous."
Ses04M_script03_1_F030,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F030.wav,Ses04M_script03_1_M032,Ses04M_script03_1_M033,225.0800 - 227.4261,exc,And very much sillier.
Ses04M_script03_1_M000,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M000.wav,,Ses04M_script03_1_F000,7.4200 - 9.3200,fea,Good God.
Ses04M_script03_1_M001,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M001.wav,Ses04M_script03_1_F000,Ses04M_script03_1_F001,9.8600 - 10.9100,fea,I wonder.
Ses04M_script03_1_M002,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M002.wav,Ses04M_script03_1_F001,Ses04M_script03_1_F002,13.1500 - 14.6900,fea,"It must be them, then."
Ses04M_script03_1_M003,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M003.wav,Ses04M_script03_1_F002,Ses04M_script03_1_F003,15.7076 - 19.1500,neu,"We'll be alright, darling.  Whatever happens, aren't we?"
Ses04M_script03_1_M004,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M004.wav,Ses04M_script03_1_F003,Ses04M_script03_1_F004,20.7000 - 22.8700,exc,"I don't care, then."
Ses04M_script03_1_M005,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M005.wav,Ses04M_script03_1_F004,Ses04M_script03_1_F005,24.4900 - 28.9700,xxx,"Hello, hello.  What?  Wrong number."
Ses04M_script03_1_M006,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M006.wav,Ses04M_script03_1_F005,Ses04M_script03_1_F006,31.2700 - 34.0200,exc,What shall we do if they suddenly walk in on us?
Ses04M_script03_1_M007,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M007.wav,Ses04M_script03_1_F006,Ses04M_script03_1_F007,34.9700 - 37.4500,exc,With the mo- with the most perfect poise?
Ses04M_script03_1_M008,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M008.wav,Ses04M_script03_1_F007,Ses04M_script03_1_F008,39.5600 - 44.2200,xxx,"Ah.  Things that ought to matter dreadfully don't matter when one's happy, do they?"
Ses04M_script03_1_M009,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M009.wav,Ses04M_script03_1_F008,Ses04M_script03_1_F009,46.5600 - 48.4600,xxx,"Don't say that, darling."
Ses04M_script03_1_M010,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M010.wav,Ses04M_script03_1_F009,Ses04M_script03_1_F010,50.4300 - 54.1000,neu,"Meaning that sacred and beautiful thing, love?"
Ses04M_script03_1_M011,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M011.wav,Ses04M_script03_1_F010,Ses04M_script03_1_F011,56.5800 - 64.4400,xxx,"What does it all mean?  That's what I ask myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?"
Ses04M_script03_1_M012,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M012.wav,Ses04M_script03_1_F011,Ses04M_script03_1_F012,66.5500 - 69.8300,neu,"You mustn't be serious, my dear.  That's just what they want."
Ses04M_script03_1_M013,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M013.wav,Ses04M_script03_1_F012,Ses04M_script03_1_F013,70.2600 - 84.4500,ang,All the futile moralists who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.  Flippancy brings out the acid- acid in their damn sweetness and light.
Ses04M_script03_1_M014,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M014.wav,Ses04M_script03_1_F013,Ses04M_script03_1_F014,86.9200 - 90.8600,xxx,Certainly you must.  We're figures of fun alright.
Ses04M_script03_1_M015,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M015.wav,Ses04M_script03_1_F014,Ses04M_script03_1_F015,94.9400 - 97.3231,xxx,Who knows.
Ses04M_script03_1_M016,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M016.wav,Ses04M_script03_1_F015,Ses04M_script03_1_F016,99.5976 - 103.1100,sad,No.  That fire will fade along with our passion.
Ses04M_script03_1_M017,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M017.wav,Ses04M_script03_1_F016,Ses04M_script03_1_F017,104.9227 - 108.2200,xxx,It all depends on how well we've played.
Ses04M_script03_1_M018,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M018.wav,Ses04M_script03_1_F017,Ses04M_script03_1_F018,110.8700 - 113.5200,xxx,"Yes.  Yes, with all his might."
Ses04M_script03_1_M019,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M019.wav,Ses04M_script03_1_F018,Ses04M_script03_1_F019,114.8100 - 122.2200,xxx,"No, no, it isn't.  Death's very laughable; such a cunning little mystery, all done with mirrors."
Ses04M_script03_1_M020,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M020.wav,Ses04M_script03_1_F019,Ses04M_script03_1_M021,123.4600 - 139.1477,xxx,"So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and- and enjoy the party as much as we can, like very small, quite idiotic little school children."
Ses04M_script03_1_M021,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M021.wav,Ses04M_script03_1_M020,Ses04M_script03_1_F020,139.1744 - 147.1219,exc,"Let's savor the delight of the moment.  Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets."
Ses04M_script03_1_M022,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M022.wav,Ses04M_script03_1_F020,Ses04M_script03_1_F021,148.8345 - 163.6300,xxx,"I don't mind what you do, see?  You can paint yourself bright green all over and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best."
Ses04M_script03_1_M023,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M023.wav,Ses04M_script03_1_F021,Ses04M_script03_1_F022,170.7770 - 173.9700,xxx,Do you remember that awful scene we had in Venice?
Ses04M_script03_1_M024,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M024.wav,Ses04M_script03_1_F022,Ses04M_script03_1_F023,175.0400 - 179.3500,xxx,The one when you bought that little painted wooded snake and put it on my bed?
Ses04M_script03_1_M025,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M025.wav,Ses04M_script03_1_F023,Ses04M_script03_1_F024,183.3000 - 185.2100,ang,Horrible thing.  I hated it.
Ses04M_script03_1_M026,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M026.wav,Ses04M_script03_1_F024,Ses04M_script03_1_F025,189.5600 - 191.5400,xxx,How long did that row last?
Ses04M_script03_1_M027,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M027.wav,Ses04M_script03_1_F025,Ses04M_script03_1_F026,193.1000 - 198.2100,xxx,The worst one was in Cannes when your curling irons burnt holes in my dressing gown.
Ses04M_script03_1_M028,./IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M028.wav,Ses04M_script03_1_F026,Ses04M_script03_1_M029,201.3627 - 203.3400,neu,Line?
